NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,Date,total
5599,15/9-F-12,24,0,0,42.308,25.631,65.43785,42.308,91.16,9.614,1273,196502,3726,26-01-2009,4999
5599,15/9-F-12,23,0,0,42.402,25.465,65.42712,42.402,90.085,9.702,1222,188422,3673,27-01-2009,4895
5599,15/9-F-12,24,0,0,42.224,25.523,67.94794,42.224,90.645,9.515,1274,196845,3806,28-01-2009,5080
5599,15/9-F-12,24,0,0,42.557,25.49,67.98762,42.557,91.215,9.844,1269,195099,3789,29-01-2009,5058
5599,15/9-F-12,24,0,0,42.776,25.284,67.85715,42.776,90.327,10.08,1257,194683,3787,30-01-2009,5044
5599,15/9-F-12,24,0,0,40.974,24.034,64.95936,40.974,86.186,9.69,1272,196489,3722,31-01-2009,4994
5599,15/9-F-12,24,0,0,42.767,25.011,67.92703,42.767,90.242,10.09,1259,194232,3792,01-02-2009,5051
5599,15/9-F-12,24,0,0,42.865,24.986,67.91789,42.865,89.742,10.193,1252,194021,3787,02-02-2009,5039
5599,15/9-F-12,24,0,0,42.829,25.025,67.93069,42.829,90.196,10.161,1248,193500,3792,03-02-2009,5040
5599,15/9-F-12,24,0,0,42.892,24.87,67.99881,42.892,89.168,10.204,1246,193338,3796,04-02-2009,5042
5599,15/9-F-12,23,0,0,44.176,23.539,60.78244,44.176,87.861,11.529,1143,178946,4120,05-02-2009,5263
5599,15/9-F-12,24,0,0,41.812,25.051,68.57195,41.812,90.591,9.152,1242,191741,3934,06-02-2009,5176
5599,15/9-F-12,24,0,0,41.435,24.881,69.69905,41.435,91.292,8.772,1260,195518,3777,07-02-2009,5037
5599,15/9-F-12,24,0,0,41.334,24.879,69.93202,41.334,91.318,8.625,1260,198492,3901,08-02-2009,5161
5599,15/9-F-12,24,0,0,41.372,25.222,69.92284,41.372,91.633,8.689,1254,194442,3863,09-02-2009,5117
5599,15/9-F-12,24,0,0,41.736,24.966,69.88659,41.736,91.034,9.055,1251,195424,3786,10-02-2009,5037
5599,15/9-F-12,24,0,0,41.633,24.856,69.99482,41.633,91.169,8.93,1256,196052,3816,11-02-2009,5072
5599,15/9-F-12,24,0,0,41.41,24.622,70.03201,41.41,91.513,8.711,1257,195815,3724,12-02-2009,4981
5599,15/9-F-12,22.92,0,0,42.897,23.177,63.69109,42.897,89.397,10.823,1106,173155,3761,13-02-2009,4867
5599,15/9-F-12,24,0,0,40.589,24.918,77.21604,40.589,91.025,8.165,1270,194791,3816,14-02-2009,5086
5599,15/9-F-12,24,0,0,40.02,24.943,83.02098,40.02,91.456,7.549,1294,199509,3885,15-02-2009,5179
5599,15/9-F-12,24,0,0,39.866,24.922,,39.866,91.601,7.364,1301,200895,3905,16-02-2009,5206
5599,15/9-F-12,24,0,0,39.896,24.869,84.92979,39.896,91.421,7.392,1303,201259,3914,17-02-2009,5217
5599,15/9-F-12,24,0,0,39.9,24.9,84.93,39.9,91.4,7.4,1296,201363,3979,18-02-2009,5275
5599,15/9-F-12,24,0,0,39.9,24.9,84.93,39.9,91.4,7.4,1293,201139,3872,19-02-2009,5165
5599,15/9-F-12,24,0,0,39.7,24.9,84.9,39.7,92,7.2,1293,200671,,20-02-2009,1293
5599,15/9-F-12,24,0,0,39.7,24.9,84.9,39.7,92,7.2,1290,199048,3937,21-02-2009,5227
5599,15/9-F-12,24,0,0,39.7,24.9,84.9,39.7,92,7.2,1288,200849,3914,22-02-2009,5202
5599,15/9-F-12,24,0,0,39.7,24.9,84.9,39.7,92,7.2,1286,201260,3914,23-02-2009,5200
5599,15/9-F-12,24,0,0,39.7,24.9,84.9,39.7,92,7.2,1286,200373,3922,24-02-2009,5208
5599,15/9-F-12,24,0,0,39.7,24.9,84.9,39.7,92,7.2,1283,199790,3929,25-02-2009,5212
5599,15/9-F-12,24,0,0,39.7,24.229,85.10058,39.7,92,7.191,1280,199618,3940,26-02-2009,5220
5599,15/9-F-12,24,0,0,39.716,24.227,85.15509,39.716,91.942,7.209,1281,199601,3944,27-02-2009,5225
5599,15/9-F-12,24,0,0,39.867,24.268,85.12773,39.867,91.769,7.387,1248,194284,3872,28-02-2009,5120
5599,15/9-F-12,24,0,0,40.088,24.18,85.12106,40.088,91.263,7.623,1247,194223,3867,01-03-2009,5114
5599,15/9-F-12,24,0,0,39.721,24.257,85.18885,39.721,92.102,7.236,1245,194114,3872,02-03-2009,5117
5599,15/9-F-12,24,0,0,39.71,24.18,85.15643,39.71,92.049,7.224,1244,193748,3869,03-03-2009,5113
5599,15/9-F-12,24,0,0,39.855,24.004,85.08415,39.855,91.666,7.387,1242,193390,3866,04-03-2009,5108
5599,15/9-F-12,24,0,0,39.692,23.937,85.15417,39.692,91.897,7.192,1238,193135,3796,05-03-2009,5034
5599,15/9-F-12,24,0,0,39.664,23.975,85.192,39.664,91.989,7.172,1240,192836,3866,06-03-2009,5106
5599,15/9-F-12,24,0,0,39.705,24.016,85.09803,39.705,91.953,7.219,1235,192288,3871,07-03-2009,5106
5599,15/9-F-12,24,0,0,39.932,23.72,85.07655,39.932,91.3,7.465,1232,193510,3870,08-03-2009,5102
5599,15/9-F-12,24,0,0,40.088,23.595,85.09205,40.088,90.582,7.615,1232,192564,3866,09-03-2009,5098
5599,15/9-F-12,24,0,0,40.188,23.345,85.09777,40.188,89.234,7.74,1233,191841,3862,10-03-2009,5095
5599,15/9-F-12,24,0,0,40.028,23.439,85.03229,40.028,90.45,7.573,1226,191679,3864,11-03-2009,5090
5599,15/9-F-12,24,0,0,39.957,23.511,85.04774,39.957,91.235,7.513,1225,191699,3865,12-03-2009,5090
5599,15/9-F-12,18.04,0,0,40.303,23.586,83.15643,40.303,91.337,7.81,961,151039,3180,13-03-2009,4141
5599,15/9-F-12,24,0,0,39.49,23.51,85.43563,39.49,91.335,7.061,1123,175130,3663,14-03-2009,4786
5599,15/9-F-12,24,0,0,39.424,23.556,86.32394,39.424,91.521,6.958,1206,188220,3923,15-03-2009,5129
5599,15/9-F-12,24,0,0,39.504,23.635,86.31287,39.504,91.92,7.014,1209,188405,3935,16-03-2009,5144
5599,15/9-F-12,24,0,0,39.499,23.535,86.30069,39.499,91.937,7.014,1214,188950,3938,17-03-2009,5152
5599,15/9-F-12,24,0,0,39.612,23.588,86.26375,39.612,91.783,7.134,1214,190531,3932,18-03-2009,5146
5599,15/9-F-12,24,0,0,39.599,23.48,86.31611,39.599,91.837,7.1,1213,190338,3937,19-03-2009,5150
5599,15/9-F-12,24,0,0,40,23.421,86.29319,40,90.2,7.508,1202,188671,3826,20-03-2009,5028
5599,15/9-F-12,22,0,0,42.93,20.85,70.69235,42.93,87.393,10.688,920,146119,3736,21-03-2009,4656
5599,15/9-F-12,24,0,0,38.741,22.878,92.54015,38.741,90.351,6.29,1158,183794,3847,22-03-2009,5005
5599,15/9-F-12,24,0,0,38.725,23.581,95.76452,38.725,89.976,6.244,1206,186355,3851,23-03-2009,5057
5599,15/9-F-12,24,0,0,38.759,23.342,95.73104,38.759,90.055,6.248,1204,187701,3844,24-03-2009,5048
5599,15/9-F-12,24,0,0,38.831,23.11,95.80195,38.831,89.493,6.328,1227,192170,3922,25-03-2009,5149
5599,15/9-F-12,24,0,0,38.682,23.014,95.81845,38.682,89.14,6.179,1237,190596,3938,26-03-2009,5175
5599,15/9-F-12,24,0,0,38.58,23.212,,38.58,91.437,6.07,1239,190922,3951,27-03-2009,5190
5599,15/9-F-12,24,0,0,38.795,23.066,95.92046,38.795,90.452,6.286,1232,191880,3952,28-03-2009,5184
5599,15/9-F-12,24,0,0,38.506,23.044,96.03925,38.506,91.693,5.978,1230,191690,3951,29-03-2009,5181
5599,15/9-F-12,24,0,0,,23.006,96.10632,38.826,89.893,6.286,1229,191706,3955,30-03-2009,5184
5599,15/9-F-12,24,0,0,39.448,22.912,91.69211,39.448,90.092,6.946,1215,187769,3907,31-03-2009,5122
5599,15/9-F-12,24,0,0,39.537,22.93,90.00148,39.537,91.275,7.042,1210,186673,3888,01-04-2009,5098
5599,15/9-F-12,24,0,0,39.338,22.923,90.1251,39.338,92.028,6.838,1208,186391,3895,02-04-2009,5103
5599,15/9-F-12,24,0,0,39.758,22.65,88.21506,39.758,90.16,7.286,1207,186316,3887,03-04-2009,5094
5599,15/9-F-12,19.59,0,0,40.604,19.731,77.82299,40.604,88.468,9.141,877,134848,2263,04-04-2009,3140
5599,15/9-F-12,24,0,0,37.693,23.02,85.00999,37.693,91.635,5.577,1098,172445,3845,05-04-2009,4943
5599,15/9-F-12,24,0,0,37.029,23.526,89.90855,37.029,92.036,5.574,1144,179503,3934,06-04-2009,5078
5599,15/9-F-12,24,0,0,37.136,23.553,89.92147,37.136,92.139,5.633,1152,180306,3943,07-04-2009,5095
5599,15/9-F-12,24,0,0,37.212,23.601,88.07468,37.212,92.268,5.71,1134,177436,3946,08-04-2009,5080
5599,15/9-F-12,24,0,0,37.502,23.614,89.9259,37.502,92.375,5.591,1134,177255,3944,09-04-2009,5078
5599,15/9-F-12,24,0,0,38.294,23.319,89.94678,38.294,91.386,5.841,1130,177075,3922,10-04-2009,5052
5599,15/9-F-12,24,0,0,38.292,23.307,89.95908,38.292,91.38,5.847,1134,177256,3923,11-04-2009,5057
5599,15/9-F-12,24,0,0,38.135,23.355,89.93659,38.135,92.176,5.669,1135,177121,3933,12-04-2009,5068
5599,15/9-F-12,24,0,0,38.025,23.343,89.91496,38.025,92.405,5.74,1136,177548,3934,13-04-2009,5070
5599,15/9-F-12,24,0,0,38.112,23.214,89.93971,38.112,92.219,5.693,1142,177435,3925,14-04-2009,5067
5599,15/9-F-12,24,0,0,38.473,22.896,89.95048,38.473,90.961,6.014,1145,177575,3925,15-04-2009,5070
5599,15/9-F-12,24,0,0,38.184,22.732,89.9385,38.184,91.344,5.69,1145,178103,3926,16-04-2009,5071
5599,15/9-F-12,24,0,0,38.248,22.907,89.95133,38.248,91.777,5.798,1143,177669,3926,17-04-2009,5069
5599,15/9-F-12,24,0,0,38.887,22.676,89.9616,38.887,91.144,5.769,1107,170219,3862,18-04-2009,4969
5599,15/9-F-12,24,0,0,38.41,22.869,89.93697,38.41,92.224,5.539,1119,173461,3960,19-04-2009,5079
5599,15/9-F-12,24,0,0,38.21,22.833,89.94488,38.21,92.049,5.752,1144,178837,3932,20-04-2009,5076
5599,15/9-F-12,24,0,0,38.082,22.81,89.92158,38.082,92.351,5.575,1144,178595,3940,21-04-2009,5084
5599,15/9-F-12,11.68,0,0,39.058,22.751,84.79983,39.058,92.165,6.587,656,83024,1693,22-04-2009,2349
5599,15/9-F-12,0,0,0,87.828,0,0,87.828,11.823,87.73,0,0,0,23-04-2009,0
5599,15/9-F-12,0,0,0,87.825,0,0,87.825,11.81,87.727,0,0,0,24-04-2009,0
5599,15/9-F-12,24,0,0,39.159,6.268,78.47751,39.159,77.626,7.994,910,137025,3067,25-04-2009,3977
5599,15/9-F-12,7.68,0,0,36.392,15.52,92.13047,36.392,90.591,4.941,398,53327,1087,26-04-2009,1485
5599,15/9-F-12,8.8,0,0,38.718,4.046,66.41891,38.718,75.271,6.819,263,50445,931,27-04-2009,1194
5599,15/9-F-12,8.84,0,0,37.176,14.912,92.41013,37.176,90.857,5.637,472,66422,1282,28-04-2009,1754
5599,15/9-F-12,0,0,0,88.317,0,0,88.317,19.8,88.317,0,0,0,29-04-2009,0
5599,15/9-F-12,4.24,0,0,37.569,3.563,77.83021,37.569,86.331,5.304,188,31709,605,30-04-2009,793
5599,15/9-F-12,16.18,0,0,37.531,13.555,91.71238,37.531,90.072,5.658,922,133249,2399,01-05-2009,3321
5599,15/9-F-12,0,0,0,90.005,0,0,90.005,24.27,66.689,0,0,0,02-05-2009,0
5599,15/9-F-12,23,0,0,37.314,13.089,88.20428,37.314,90.313,6.041,787,119194,2350,03-05-2009,3137
5599,15/9-F-12,18.01,0,0,38.142,19.99,88.14141,38.142,91.758,6.508,1080,151480,2762,04-05-2009,3842
5599,15/9-F-12,0,0,0,94.209,0,0,94.209,15.951,94.195,0,0,0,05-05-2009,0
5599,15/9-F-12,0,0,0,94.104,0,0,94.104,14.338,94.091,0,0,0,06-05-2009,0
5599,15/9-F-12,3.08,0,0,61.835,0.003,23.62468,61.835,35.818,36.874,109,10062,171,07-05-2009,280
5599,15/9-F-12,11.18,0,0,39.429,6.316,75.81036,39.429,87.055,7.936,547,84030,1516,08-05-2009,2063
5599,15/9-F-12,0,0,0,91.093,0,0,91.093,17.487,71.754,0,0,0,09-05-2009,0
5599,15/9-F-12,0,0,0,93.943,0,0,93.943,15.059,76.051,0,0,0,10-05-2009,0
5599,15/9-F-12,21,0,0,39.149,10.113,78.06863,39.149,89.92,7.522,1207,178763,2857,11-05-2009,4064
5599,15/9-F-12,24,0,0,41.457,17.545,66.65214,41.457,91.185,9.899,1347,199535,3199,12-05-2009,4546
5599,15/9-F-12,6.84,0,0,43.694,19.176,61.27352,43.694,90.868,12.222,402,53684,830,13-05-2009,1232
5599,15/9-F-12,0,0,0,95.851,0,0,95.851,18.137,74.193,0,0,0,14-05-2009,0
5599,15/9-F-12,0,0,0,95.556,0,0,95.556,13.203,75.237,0,0,0,15-05-2009,0
5599,15/9-F-12,17.4,0,0,39.666,11.874,72.96478,39.666,90.337,8.102,924,137065,2282,16-05-2009,3206
5599,15/9-F-12,20.68,0,0,41.952,18.174,64.64253,41.952,91.288,10.436,1197,169123,2637,17-05-2009,3834
5599,15/9-F-12,0,0,0,95.244,0.104,0,95.244,33.009,72.224,0,0,0,18-05-2009,0
5599,15/9-F-12,4.33,0,0,40.226,4.493,64.35932,40.226,86.212,8.787,231,34162,603,19-05-2009,834
5599,15/9-F-12,24,0,0,41.483,16.556,65.8401,41.483,90.772,9.949,1364,201580,3110,20-05-2009,4474
5599,15/9-F-12,2.01,0,0,47.505,19.571,45.73178,47.505,90.561,16.199,114,12896,200,21-05-2009,314
5599,15/9-F-12,0,0,0,95.311,0,0,95.311,18.148,95.311,0,0,0,22-05-2009,0
5599,15/9-F-12,0,0,0,95.527,0,0,95.527,13.884,95.527,0,0,0,23-05-2009,0
5599,15/9-F-12,0,0,0,96.618,0,0,96.618,14.207,96.618,0,0,0,24-05-2009,0
5599,15/9-F-12,0,0,0,99.563,0,0,99.563,14.787,99.563,0,0,0,25-05-2009,0
5599,15/9-F-12,6.99,0,0,40.808,2.409,62.8796,40.808,82.349,9.305,383,55690,842,26-05-2009,1225
5599,15/9-F-12,24,0,0,41.606,13.647,66.53868,41.606,90.38,10.143,1456,212983,3092,27-05-2009,4548
5599,15/9-F-12,22.33,0,0,42.226,17.242,65.89458,42.226,90.038,10.791,1290,190500,3686,28-05-2009,4976
5599,15/9-F-12,24,0,0,40.728,20.306,74.62771,40.728,90.89,8.968,1497,222833,3291,29-05-2009,4788
5599,15/9-F-12,24,0,0,40.29,21.514,75.96469,40.29,91.073,8.571,1472,219111,3338,30-05-2009,4810
5599,15/9-F-12,24,0,0,40.017,21.941,76.32283,40.017,91.165,8.367,1450,215689,3377,31-05-2009,4827
5599,15/9-F-12,24,0,0,38.738,22.595,87.5507,38.738,91.775,7.056,1490,221728,3541,01-06-2009,5031
5599,15/9-F-12,24,0,0,38.184,22.889,94.82651,38.184,91.884,6.519,1485,221750,3625,02-06-2009,5110
5599,15/9-F-12,24,0,0,38.063,23.069,94.81149,38.063,91.978,6.424,1464,218314,3652,03-06-2009,5116
5599,15/9-F-12,24,0,0,38.169,22.946,94.85547,38.169,91.254,6.565,1439,215370,3666,04-06-2009,5105
5599,15/9-F-12,24,0,0,38.045,23.212,94.88362,38.045,91.743,6.438,1419,212383,3681,05-06-2009,5100
5599,15/9-F-12,24,0,0,37.546,23.324,98.08697,37.546,92.248,5.906,1406,212221,3715,06-06-2009,5121
5599,15/9-F-12,24,0,0,37.585,23.282,99.82332,37.585,92.035,5.993,1384,207514,3719,07-06-2009,5103
5599,15/9-F-12,24,0,0,37.273,23.333,99.85022,37.273,92.191,5.871,1364,205264,3725,08-06-2009,5089
5599,15/9-F-12,24,0,0,37.074,23.363,99.84315,37.074,,5.758,1354,204372,3743,09-06-2009,5097
5599,15/9-F-12,24,0,0,37.049,23.312,99.87968,37.049,92.354,5.746,1346,201317,3764,10-06-2009,5110
5599,15/9-F-12,24,0,0,37.349,23.191,99.91859,37.349,91.207,6.075,1333,199994,3773,11-06-2009,5106
5599,15/9-F-12,24,0,0,37.252,,99.91125,37.252,91.556,5.967,1321,198450,3784,12-06-2009,5105
5599,15/9-F-12,24,0,0,36.982,23.255,99.92399,36.982,92.236,5.71,1311,196680,3797,13-06-2009,5108
5599,15/9-F-12,24,0,0,36.946,23.353,99.92227,36.946,92.349,5.67,1305,196188,3810,14-06-2009,5115
5599,15/9-F-12,24,0,0,37.192,23.007,99.89973,37.192,91.126,5.925,1286,193857,3817,15-06-2009,5103
5599,15/9-F-12,23.16,0,0,37.575,22.949,95.29138,37.575,91.562,6.365,1216,183253,3758,16-06-2009,4974
5599,15/9-F-12,23.01,0,0,40.324,19.134,71.7809,40.324,86.177,8.949,941,142813,3115,17-06-2009,4056
5599,15/9-F-12,24,0,0,37.048,22.914,85.80747,37.048,91.885,5.906,1199,180474,3771,18-06-2009,4970
5599,15/9-F-12,24,0,0,37.478,22.848,85.88355,37.478,90.417,6.277,1205,181958,3786,19-06-2009,4991
5599,15/9-F-12,24,0,0,37.472,22.699,83.02473,37.472,91.57,6.273,1197,180482,3751,20-06-2009,4948
5599,15/9-F-12,24,0,0,37.639,22.71,79.68205,37.639,91.975,6.451,1186,178011,3699,21-06-2009,4885
5599,15/9-F-12,24,0,0,37.64,22.691,79.70419,37.64,92.017,6.468,1181,177320,3689,22-06-2009,4870
5599,15/9-F-12,24,0,0,37.704,22.746,79.05914,37.704,92.128,6.513,1173,176505,3681,23-06-2009,4854
5599,15/9-F-12,24,0,0,38.369,22.436,76.30572,38.369,90.943,7.221,1154,174474,3633,24-06-2009,4787
5599,15/9-F-12,24,0,0,38.273,22.499,76.18076,38.273,91.443,7.136,1151,174008,3632,25-06-2009,4783
5599,15/9-F-12,24,0,0,38.063,22.636,76.15487,38.063,92.054,6.89,1150,173217,3630,26-06-2009,4780
5599,15/9-F-12,24,0,0,38.217,22.471,76.16271,38.217,91.427,7.06,1147,173780,3631,27-06-2009,4778
5599,15/9-F-12,24,0,0,38.366,22.213,76.19121,38.366,90.436,7.18,1143,175497,3630,28-06-2009,4773
5599,15/9-F-12,24,0,0,38.264,22.137,73.73378,38.264,91.527,7.101,1143,175286,3747,29-06-2009,4890
5599,15/9-F-12,24,0,0,38.446,22.158,71.54419,38.446,91.893,7.313,1126,173078,3720,30-06-2009,4846
5599,15/9-F-12,24,0,0,38.681,22.117,70.20736,38.681,92.015,7.563,1115,170714,3679,01-07-2009,4794
5599,15/9-F-12,24,0,0,38.821,22.001,70.24544,38.821,91.587,7.705,1108,169008,3690,02-07-2009,4798
5599,15/9-F-12,24,0,0,39.122,21.848,70.2616,39.122,90.955,8.027,1104,167855,3693,03-07-2009,4797
5599,15/9-F-12,24,0,0,39.138,21.742,70.2637,39.138,90.142,8.022,1105,167512,3694,04-07-2009,4799
5599,15/9-F-12,11,0,0,38.124,18.926,66.39201,38.124,90.594,7.212,337,50315,2667,05-07-2009,3004
5599,15/9-F-12,24,0,0,36.415,21.759,80.86117,36.415,91.552,5.331,1065,162510,4692,06-07-2009,5757
5599,15/9-F-12,24,0,0,36.571,21.988,82.02015,36.571,91.605,5.506,1086,165418,4181,07-07-2009,5267
5599,15/9-F-12,24,0,0,36.648,21.999,82.05558,36.648,91.798,,966,147028,3869,08-07-2009,4835
5599,15/9-F-12,24,0,0,37.154,21.492,80.77623,37.154,89.829,6.132,955,145600,3745,09-07-2009,4700
5599,15/9-F-12,24,0,0,37.19,21.391,80.30645,37.19,89.472,6.195,957,147063,3892,10-07-2009,4849
5599,15/9-F-12,24,0,0,37.19,21.391,80.30645,37.19,89.472,6.195,962,147174,3669,11-07-2009,4631
5599,15/9-F-12,24,0,0,37.385,21.493,79.68463,37.385,89.825,6.292,955,145910,3679,12-07-2009,4634
5599,15/9-F-12,24,0,0,37.507,21.501,79.08963,37.507,90.061,6.401,934,142999,3650,13-07-2009,4584
5599,15/9-F-12,24,0,0,37.542,21.427,76.50591,,90.957,6.42,904,137823,3568,14-07-2009,4472
5599,15/9-F-12,24,0,0,38.057,21.433,72.44141,38.057,91.202,6.957,886,134391,3498,15-07-2009,4384
5599,15/9-F-12,24,0,0,38.811,21.227,69.06533,38.811,90.929,7.774,873,132775,3453,16-07-2009,4326
5599,15/9-F-12,24,0,0,38.983,21.117,68.30723,38.983,91.107,7.952,869,132195,3446,17-07-2009,4315
5599,15/9-F-12,24,0,0,38.919,20.977,68.15848,38.919,90.6,7.879,868,131899,3451,18-07-2009,4319
5599,15/9-F-12,24,0,0,39.001,20.956,68.12665,39.001,90.595,7.972,866,131500,3454,19-07-2009,4320
5599,15/9-F-12,24,0,0,39.027,20.903,68.10801,39.027,90.363,7.988,973,147944,3820,20-07-2009,4793
5599,15/9-F-12,24,0,0,38.155,20.394,65.18425,38.155,88.814,7.134,955,145305,3805,21-07-2009,4760
5599,15/9-F-12,24,0,0,38.991,20.832,68.13614,38.991,91.323,7.973,969,147624,3872,22-07-2009,4841
5599,15/9-F-12,24,0,0,38.776,20.827,68.12498,38.776,91.812,7.741,965,147009,3849,23-07-2009,4814
5599,15/9-F-12,24,0,0,38.471,20.877,69.29806,38.471,92.073,7.415,970,148307,3879,24-07-2009,4849
5599,15/9-F-12,24,0,0,38.602,20.711,70.03838,38.602,90.759,7.529,975,148948,3917,25-07-2009,4892
5599,15/9-F-12,24,0,0,38.684,20.436,70.04253,38.684,89.734,7.621,971,148452,3923,26-07-2009,4894
5599,15/9-F-12,24,0,0,38.715,20.487,70.04737,38.715,89.934,7.63,969,148202,3931,27-07-2009,4900
5599,15/9-F-12,24,0,0,38.43,20.484,70.06884,38.43,91.308,7.364,967,148006,3929,28-07-2009,4896
5599,15/9-F-12,12.99,0,0,40.498,20.153,35.88393,40.498,90.804,9.38,441,57696,1520,29-07-2009,1961
5599,15/9-F-12,13,0,0,33.976,11.208,47.88823,33.976,82.047,7.683,352,56035,1909,30-07-2009,2261
5599,15/9-F-12,24,0,0,33.888,20.357,99.82668,33.888,90.847,5.01,938,144451,4099,31-07-2009,5037
5599,15/9-F-12,24,0,0,34.338,21.4,95.92952,34.338,91.806,5.213,967,149090,4272,01-08-2009,5239
5599,15/9-F-12,24,0,0,36.975,21.085,74.72228,36.975,91.579,5.849,943,144793,4112,02-08-2009,5055
5599,15/9-F-12,24,0,0,36.773,21.186,77.74131,36.773,91.721,5.609,959,146551,4147,03-08-2009,5106
5599,15/9-F-12,24,0,0,36.96,21.26,77.76815,36.96,91.776,5.824,968,146557,4148,04-08-2009,5116
5599,15/9-F-12,20,0,0,37.341,21.022,57.59778,37.341,90.779,6.537,654,101157,2902,05-08-2009,3556
5599,15/9-F-12,15.67,0,0,37.702,19.899,50.52238,37.702,90.035,6.781,608,84413,2337,06-08-2009,2945
5599,15/9-F-12,0,0,0,85.583,0,1.26208,85.583,8.01,85.583,0,0,0,07-08-2009,0
5599,15/9-F-12,0,0,0,85.314,0,1.31622,85.314,7.281,85.314,0,0,0,08-08-2009,0
5599,15/9-F-12,0,0,0,86.834,1.206,1.15711,86.834,9.974,86.834,0,0,0,09-08-2009,0
5599,15/9-F-12,0,0,0,85.901,0,1.14383,85.901,11.477,85.901,0,0,0,10-08-2009,0
5599,15/9-F-12,0,0,0,90.874,0,1.15283,90.874,11.257,90.874,0,0,0,11-08-2009,0
5599,15/9-F-12,0,0,0,97.039,0,1.12524,97.039,10.82,97.039,0,0,0,12-08-2009,0
5599,15/9-F-12,0,0,0,122.146,0,1.18688,122.146,10.319,122.146,0,0,0,13-08-2009,0
5599,15/9-F-12,0,0,0,124.123,0,1.19326,124.123,10.151,124.123,0,0,0,14-08-2009,0
5599,15/9-F-12,0,0,0,124.123,0,1.19326,124.123,10.151,124.123,0,0,0,15-08-2009,0
5599,15/9-F-12,0,0,0,124.123,0,1.19326,124.123,10.151,124.123,0,0,0,16-08-2009,0
5599,15/9-F-12,0,0,0,121.324,0,1.1743,121.324,10.479,121.324,0,0,0,17-08-2009,0
5599,15/9-F-12,0,0,0,110.606,0,1.13963,110.606,11.454,110.571,0,0,0,18-08-2009,0
5599,15/9-F-12,0,0,0,72.093,0,1.68076,72.093,10.76,50.627,0,0,0,19-08-2009,0
5599,15/9-F-12,0,0,0,113.852,0,1.26956,113.852,11.009,93.456,0,0,0,20-08-2009,0
5599,15/9-F-12,0,0,0,117.649,0,1.32735,117.649,11.534,92.014,0,0,0,21-08-2009,0
5599,15/9-F-12,0,0,0,116.206,0,1.32425,116.206,11.015,97.27,0,0,0,22-08-2009,0
5599,15/9-F-12,6.5,0,0,63.744,0.47,16.50907,63.744,55.076,25.016,223,31959,704,23-08-2009,927
5599,15/9-F-12,24,0,0,34.959,9.221,99.57185,34.959,89.796,3.86,1147,168323,3990,24-08-2009,5137
5599,15/9-F-12,24,0,0,36.793,15.428,85.26438,36.793,90.406,5.889,1174,174950,4017,25-08-2009,5191
5599,15/9-F-12,24,0,0,37.893,17.39,75.75713,37.893,90.16,6.952,1176,175383,3965,26-08-2009,5141
5599,15/9-F-12,24,0,0,38.419,18.464,72.90573,38.419,89.908,7.474,1187,177181,3967,27-08-2009,5154
5599,15/9-F-12,24,0,0,38.587,19.361,72.16137,38.587,90.466,7.673,1209,180160,3948,28-08-2009,5157
5599,15/9-F-12,11.64,0,0,39.446,19.731,34.91368,39.446,89.647,8.587,595,79580,1642,29-08-2009,2237
5599,15/9-F-12,14.03,0,0,38.445,9.986,41.30791,38.445,80.88,7.073,535,82724,2013,30-08-2009,2548
5599,15/9-F-12,24,0,0,37.263,19.333,83.80292,37.263,90.982,5.672,1220,179676,4012,31-08-2009,5232
5599,15/9-F-12,24,0,0,37.364,20.524,83.7991,37.364,91.377,5.694,1219,180320,4034,01-09-2009,5253
5599,15/9-F-12,24,0,0,37.713,20.564,80.40493,37.713,91.031,6.055,1205,179283,4035,02-09-2009,5240
5599,15/9-F-12,24,0,0,38.008,20.582,79.13834,38.008,90.814,6.342,1183,176498,4021,03-09-2009,5204
5599,15/9-F-12,24,0,0,38.099,20.497,79.14069,38.099,90.54,6.466,1176,175590,4032,04-09-2009,5208
5599,15/9-F-12,24,0,0,38.151,20.29,78.5745,38.151,89.563,6.478,1164,174331,4046,05-09-2009,5210
5599,15/9-F-12,24,0,0,38.044,20.211,78.32404,38.044,90.259,6.377,1151,172529,4055,06-09-2009,5206
5599,15/9-F-12,24,0,0,38.107,19.885,78.35896,38.107,90.443,6.484,1139,170410,4064,07-09-2009,5203
5599,15/9-F-12,24,0,0,38.194,19.423,78.24478,38.194,90.564,6.565,1128,169050,4067,08-09-2009,5195
5599,15/9-F-12,24,0,0,38.098,18.749,78.22515,38.098,90.647,6.481,1116,167605,4083,09-09-2009,5199
5599,15/9-F-12,24,0,0,38.081,17.804,78.21378,38.081,89.408,6.443,1103,165788,4094,10-09-2009,5197
5599,15/9-F-12,23.48,0,0,38.575,17.031,73.99738,38.575,90.263,6.957,1050,157895,3985,11-09-2009,5035
5599,15/9-F-12,19.69,0,0,35.96,7.693,63.20914,35.96,84.658,4.445,688,103199,2998,12-09-2009,3686
